phantomName,occurrences,packages,vulnerabilityCount,fixedAvailable,maxSeverity,advisoryIds
text-generation,1,1,2,true,HIGH,GHSA-j7x9-7j54-2v3h;GHSA-qq99-p57r-g3v7
text-unidecode,1,1,0,false,,
textractcaller,1,1,0,false,,
textractor,1,1,0,false,,
textual-dev,1,1,0,false,,
textual-speedups,1,1,0,false,,
theano,1,1,0,false,,
thinc,1,1,0,false,,
thinc-apple-ops,1,1,0,false,,
thinc-bigendian-ops,1,1,0,false,,
thirdai,1,1,0,false,,
threadpoolctl,1,1,0,false,,
tidylib,1,1,0,false,,
tifffile-geodb,1,1,0,false,,
tiktoken-ext,1,1,0,false,,
timer,1,1,0,false,,
timescale-vector,1,1,0,false,,
tinycss2,1,1,0,false,,
tinygrad,1,1,0,false,,
tkcolorchooser,1,1,0,false,,
tkcommondialog,1,1,0,false,,
tkconstants,1,1,0,false,,
tkdnd,1,1,0,false,,
tkfont,1,1,0,false,,
tkmessagebox,1,1,0,false,,
tlz,1,1,0,false,,
tokenizer,1,1,0,false,,
torch-sdaa,1,1,0,false,,
torch-tpu,1,1,0,false,,
torchao,1,1,0,false,,
torchdistx,1,1,0,false,,
torchft,1,1,0,false,,
torchrec,1,1,0,false,,
torchvision-extra-decoders,1,1,0,false,,
toro,1,1,0,false,,
towncrier,1,1,0,false,,
transformers-js-py,1,1,0,false,,
transformers-old,1,1,0,false,,
transwarp-hippo-api,1,1,0,false,,
tree-sitter-languages,1,1,0,false,,
triton-python-backend-utils,1,1,0,false,,
trove-classifiers,1,1,0,false,,
trubrics,1,1,0,false,,
truststore,1,1,0,false,,
ts,1,1,0,false,,
turbopuffer,1,1,0,false,,
tweepy,1,1,2,true,MODERATE,GHSA-pwx5-xg7g-wpc5;PYSEC-2012-17
types-boto3-secretsmanager,1,1,0,false,,
u,1,1,0,false,,
ubjson,1,1,0,false,,
uc-micro,1,1,0,false,,
ukkonen,1,1,0,false,,
ultralytics,1,1,1,true,MODERATE,PYSEC-2024-154
unidecode,1,1,0,false,,
unidic,1,1,0,false,,
unidic-lite,1,1,0,false,,
unidist,1,1,0,false,,
unilm,1,1,0,false,,
unresolved-module,1,1,0,false,,
untangle,1,1,4,true,HIGH,GHSA-7xr3-6ggc-wc9p;GHSA-f83q-2cp7-qrjg;PYSEC-2022-243;PYSEC-2022-244
upstash-ratelimit,1,1,0,false,,
upstash-vector,1,1,0,false,,
uroman,1,1,0,false,,
usearch,1,1,0,false,,
userlist,1,1,0,false,,
userstring,1,1,0,false,,
util,1,1,0,false,,
uu,1,1,0,false,,
uwsgi,1,1,3,true,HIGH,GHSA-h2vm-c85r-5vh5;GHSA-vcph-37mh-fqrh;PYSEC-2018-78
validate-email,1,1,0,false,,
validictory,1,1,0,false,,
valkey,1,1,0,false,,
vearch-cluster,1,1,0,false,,
vector-search,1,1,0,false,,
versioningit,1,1,0,false,,
virtualenv,1,1,5,true,HIGH,GHSA-3jhc-wjqf-5f2c;GHSA-597g-3phw-6986;GHSA-rqc4-2hc7-8c8v;PYSEC-2011-23;PYSEC-2024-187
vissl,1,1,0,false,,
visvis,1,1,0,false,,
vl-convert,1,1,0,false,,
vllm,1,1,59,true,CRITICAL,GHSA-2pc9-4j83-qjmr;GHSA-3f6c-7fw2-ppm4;GHSA-3mwp-wvh9-7528;GHSA-4qjh-9fv9-r85r;GHSA-4r2x-xpjr-7cvv;GHSA-5vqr-wprc-cpp7;GHSA-69j4-grxj-j64p;GHSA-6fvq-23cw-5628;GHSA-6qc9-v4r8-22xg;GHSA-7972-pg2x-xr59;GHSA-79j6-g2m3-jgfw;GHSA-83vm-p52w-f9pw;GHSA-8fr4-5q9j-m8gm;GHSA-9f8f-2vmf-885j;GHSA-9hcf-v7m4-6m2j;GHSA-9pcc-gvx5-r5wm;GHSA-c65p-x677-fgj6;GHSA-cj47-qj6g-x7r4;GHSA-ggpf-24jw-3fcw;GHSA-grg2-63fw-f2qr;GHSA-hf3c-wxg2-49q9;GHSA-hj4w-hm2g-p6w5;GHSA-hjq4-87xh-g4fv;GHSA-hpv8-x276-m59f;GHSA-j828-28rj-hfhp;GHSA-mcmc-2m55-j8jj;GHSA-mgrm-fgjv-mhv8;GHSA-mrw7-hf4f-83pf;GHSA-pf3h-qjgv-vcpr;GHSA-pgr7-mhp5-fgjp;GHSA-pmqf-x6x8-p7qw;GHSA-pq5c-rjhq-qp7p;GHSA-qh4c-xf7m-gxfc;GHSA-rh4j-5rhw-hr54;GHSA-rm76-4mrf-v9r8;GHSA-rxc4-3w6r-4v47;GHSA-v359-jj2v-j536;GHSA-vc6m-hm49-g9qg;GHSA-vrq3-r879-7m65;GHSA-w2r7-9579-27hf;GHSA-w6q7-j642-7c25;GHSA-wc36-9694-f9rf;GHSA-wr9h-g72x-mwhm;GHSA-x368-4g9h-fvv4;GHSA-x3m8-f7g5-qhm7;PYSEC-2025-222;PYSEC-2025-223;PYSEC-2025-42;PYSEC-2025-43;PYSEC-2025-50;PYSEC-2025-53;PYSEC-2025-54;PYSEC-2025-55;PYSEC-2025-58;PYSEC-2025-62;PYSEC-2025-63;PYSEC-2026-143;PYSEC-2026-144;PYSEC-2026-145
voyageai,1,1,0,false,,
vswhere,1,1,0,false,,
vulture,1,1,0,false,,
waitress,1,1,19,true,CRITICAL,GHSA-3f84-rpwh-47g6;GHSA-4f7p-27jc-3c36;GHSA-4ppp-gpcr-7qf6;GHSA-73m2-3pwg-5fgc;GHSA-9298-4cf8-g4wj;GHSA-968f-66r5-5v74;GHSA-f5x9-8jwc-25rw;GHSA-g2xc-35jw-c63p;GHSA-m5ff-3wj3-8ph4;GHSA-pg36-wpm5-g57p;PYSEC-2019-136;PYSEC-2019-137;PYSEC-2019-138;PYSEC-2020-155;PYSEC-2020-178;PYSEC-2022-169;PYSEC-2022-205;PYSEC-2024-210;PYSEC-2024-211
wcmatch,1,1,0,false,,
weaviate-agents,1,1,0,false,,
web-pdb,1,1,0,false,,
webapp2-extras,1,1,0,false,,
webdataset,1,1,0,false,,
webencodings,1,1,0,false,,
webob,1,1,2,true,MODERATE,GHSA-mg3v-6m49-jhp3;PYSEC-2024-188
websockets,1,1,4,true,HIGH,GHSA-6g87-ff9q-v847;GHSA-8ch4-58qp-g3mp;PYSEC-2018-79;PYSEC-2021-95
wget,1,1,0,false,,
whatever-replacement-you-want,1,1,0,false,,
whatever-you-want,1,1,0,false,,
whichdb,1,1,0,false,,
whisper,1,1,0,false,,
whylogs,1,1,0,false,,
wikibase-rest-api-client,1,1,0,false,,
win32comext,1,1,0,false,,
win32ctypes,1,1,0,false,,
win32evtlog,1,1,1,false,UNKNOWN,MAL-2025-191933
win32gui,1,1,0,false,,
win32help,1,1,0,false,,
win32net,1,1,0,false,,
win32print,1,1,0,false,,
win32process,1,1,0,false,,
win32profile,1,1,0,false,,
win32ras,1,1,0,false,,
win32service,1,1,0,false,,
win32trace,1,1,0,false,,
win32transaction,1,1,0,false,,
win32ts,1,1,0,false,,
win32ui,1,1,0,false,,
win32uiole,1,1,0,false,,
win32wnet,1,1,0,false,,
winloop,1,1,0,false,,
winpty,1,1,0,false,,
wolframalpha,1,1,0,false,,
writerai,1,1,0,false,,
wsaccel,1,1,0,false,,
wtforms,1,1,0,false,,
xattr,1,1,0,false,,
xdrlib,1,1,0,false,,
xielu,1,1,0,false,,
xinference-client,1,1,0,false,,
xlrd,1,1,0,false,,
xlwt,1,1,0,false,,
xmlrunner,1,1,0,false,,
xprof,1,1,0,false,,
xpu,1,1,0,false,,
xxxpackage,1,1,0,false,,
yaml-env-tag,1,1,0,false,,
yaml-ft,1,1,0,false,,
yappi,1,1,0,false,,
yfinance,1,1,0,false,,
youtube-search,1,1,0,false,,
youtube-transcript-api,1,1,0,false,,
zep-python,1,1,0,false,,
zipped,1,1,0,false,,
zipped2,1,1,0,false,,
zstd,1,1,2,true,HIGH,GHSA-5c9c-6x87-f9vm;PYSEC-2023-121
